date;species;X;Y;n
2011-06-14;Merlangius merlangus;37426.41365435455;419525.5621555103;14
2011-06-15;Merlangius merlangus;32907.03951905959;419825.92815488135;13
2011-06-15;Merlangius merlangus;44019.37766670415;422393.7446524531;2
2012-04-26;Merlangius merlangus;52608.05095082223;432625.27102825366;6
2012-04-26;Merlangius merlangus;54334.309326455754;430328.94953080744;3
2012-04-26;Merlangius merlangus;55107.490676759786;428943.5615121554;3
2012-04-26;Merlangius merlangus;59033.816562142165;430664.027769929;3
2012-04-27;Merlangius merlangus;47700.88614898198;438739.9109080215;16
2012-04-27;Merlangius merlangus;49657.05834544168;438220.86764231056;14
2012-04-27;Merlangius merlangus;56174.412991747;429563.39761386754;3
2012-04-27;Merlangius merlangus;56952.11763774183;433375.1521042269;6
2012-05-01;Merlangius merlangus;49189.5167597462;436905.293035415;1
2012-05-01;Merlangius merlangus;51018.32604765281;432268.5368144046;14
2012-05-01;Merlangius merlangus;53352.595202689845;435027.22423623;30
2012-05-01;Merlangius merlangus;60997.96271565501;435189.3124481361;2
2012-05-02;Merlangius merlangus;45662.140893468764;423905.71966324345;1
2012-05-02;Merlangius merlangus;46652.08872764533;427019.24606534507;6
2012-05-03;Merlangius merlangus;27810.361136584615;410279.3193044545;35
2012-05-03;Merlangius merlangus;35895.89639254725;424539.85898189194;12
2012-05-03;Merlangius merlangus;36295.08390280837;425806.955334441;26
2012-05-03;Merlangius merlangus;37344.79341945499;427821.14018565865;26
2012-05-04;Merlangius merlangus;26191.012068540294;405818.38311240356;18
2012-05-04;Merlangius merlangus;27888.696328227365;402814.74051376217;27
2012-05-10;Merlangius merlangus;17818.171731473645;407139.00308946916;17
2012-05-10;Merlangius merlangus;19157.174587062764;406965.8233549607;7
2012-05-10;Merlangius merlangus;19218.840696969623;405192.1780461951;1
2012-05-10;Merlangius merlangus;26276.396415540527;411000.575921553;2
2012-05-10;Merlangius merlangus;26633.76914466302;402746.3470507078;16
2012-05-11;Merlangius merlangus;36236.08797221785;408301.7393267798;1
2012-05-11;Merlangius merlangus;36939.367853856456;407233.4908815572;4
2012-05-15;Merlangius merlangus;17087.174108300853;408520.24519844877;14
2012-05-15;Merlangius merlangus;21038.05970783104;402625.81913181726;1
2012-05-15;Merlangius merlangus;21755.463694011094;412887.94725142623;7
2012-05-15;Merlangius merlangus;23280.29332412753;414503.99175889336;5
2012-05-15;Merlangius merlangus;27435.309730403605;408314.3511376855;1
2012-08-30;Merlangius merlangus;27818.810097715643;403066.9239492104;22
2012-08-30;Merlangius merlangus;28987.400881919122;402985.2867616986;12
2012-09-03;Merlangius merlangus;16824.631940190942;406394.787785015;10
2012-09-03;Merlangius merlangus;17165.019842339912;408581.55974949873;20
2012-09-03;Merlangius merlangus;18538.703074605815;406507.25596910855;19
2012-09-03;Merlangius merlangus;19232.59481153381;405214.0687207628;10
2012-09-03;Merlangius merlangus;19933.831117710448;402265.69491391187;2
2012-09-04;Merlangius merlangus;21174.320399523946;411976.20188126335;7
2012-09-04;Merlangius merlangus;22749.775964280794;414395.4795235117;1
2012-09-04;Merlangius merlangus;23933.22840656886;415303.89782910066;2
2012-09-04;Merlangius merlangus;34043.019314546356;425513.524284311;21
2012-09-04;Merlangius merlangus;45667.5106001151;426430.7562146089;17
2012-09-04;Merlangius merlangus;52708.741074706646;432631.0024553087;1
2012-09-05;Merlangius merlangus;47048.34751492119;438154.1084967312;31
2012-09-05;Merlangius merlangus;49165.22546658249;436895.79114547896;12
2012-09-05;Merlangius merlangus;49616.02439103705;438134.9274505684;10
2012-09-05;Merlangius merlangus;53335.98708191066;435023.1102834703;9
2012-09-06;Merlangius merlangus;52293.739064480906;435098.9301064758;10
2012-09-06;Merlangius merlangus;53366.990946691105;429866.61897454294;14
2012-09-06;Merlangius merlangus;55039.9981768016;433399.62357394944;1
2012-09-06;Merlangius merlangus;55462.305059142105;434790.0540972876;10
2012-09-06;Merlangius merlangus;56950.304846158746;433352.93088833516;2
2012-09-06;Merlangius merlangus;59061.433805220935;430666.8371232871;1
2012-09-07;Merlangius merlangus;43107.0481554728;425129.4941230562;1
2012-09-07;Merlangius merlangus;52032.5627935526;433113.3816249782;7
2012-09-17;Merlangius merlangus;35350.46424030278;421546.7398691124;10
2012-09-17;Merlangius merlangus;37022.19362436437;424367.4473435047;1
2012-09-17;Merlangius merlangus;37852.088052691004;422817.7042738449;4
2012-09-18;Merlangius merlangus;25357.690127275768;406627.7559908206;2
2012-09-18;Merlangius merlangus;26633.10176127084;409737.1120310304;9
2012-09-18;Merlangius merlangus;28093.73767570725;407323.85457565816;4
2013-05-06;Merlangius merlangus;47910.236410401776;438909.0327687812;2
2013-05-07;Merlangius merlangus;46620.05817384212;426973.19710046105;1
2013-05-07;Merlangius merlangus;52056.202769371215;433090.6380570281;1
2013-05-07;Merlangius merlangus;53285.11601516913;435941.1415706647;1
2013-05-07;Merlangius merlangus;53380.88072304822;435029.98816424486;1
2013-05-13;Merlangius merlangus;53321.59974726515;429837.4930896385;2
2013-05-13;Merlangius merlangus;56165.03053384498;429576.9367361255;4
2013-05-14;Merlangius merlangus;34077.604796236454;425517.14212696266;7
2013-05-14;Merlangius merlangus;36268.4571371167;422348.5280403767;21
2013-05-14;Merlangius merlangus;36960.339888767194;421942.6779771418;2
2013-05-14;Merlangius merlangus;47722.76378534631;424260.7595670028;1
2013-05-15;Merlangius merlangus;25299.753521087157;406610.3255083321;12
2013-05-15;Merlangius merlangus;26194.95947437166;410928.0874349273;2
2013-05-15;Merlangius merlangus;26707.67306361934;409784.1837853673;11
2013-05-15;Merlangius merlangus;27835.631366499874;402799.3830510032;4
2013-05-15;Merlangius merlangus;33628.40278453888;408313.8097657235;1
2013-05-16;Merlangius merlangus;23171.787219130754;414401.0963474205;16
2013-05-16;Merlangius merlangus;28110.4512280535;407300.0608834433;1
2013-05-16;Merlangius merlangus;35893.77750459871;424508.7465216459;17
2013-05-16;Merlangius merlangus;36379.854850510805;427057.024150247;17
2013-05-16;Merlangius merlangus;36993.819914970634;424334.72625724063;21
2013-05-17;Merlangius merlangus;21736.12071155623;412862.85951527633;28
2013-05-17;Merlangius merlangus;36223.590875741414;408270.871823771;3
2013-05-21;Merlangius merlangus;27772.898499467585;403060.29077537864;35
2013-05-27;Merlangius merlangus;16417.7151378314;407719.391843046;17
2013-05-27;Merlangius merlangus;17821.723099639494;407142.2456124338;12
2013-05-27;Merlangius merlangus;19191.17612859854;406993.84637640376;4
2013-05-27;Merlangius merlangus;19778.286378413293;405642.3971706766;1
2013-05-27;Merlangius merlangus;22210.439501476503;413351.18763744837;3
2013-05-28;Merlangius merlangus;19907.4163773958;402263.0629554592;2
2013-05-28;Merlangius merlangus;26772.563587057608;402807.37102319713;14
2013-08-14;Merlangius merlangus;46956.20035745815;438061.5026680833;23
2013-08-14;Merlangius merlangus;49116.689707969956;436879.0124960393;15
2013-08-14;Merlangius merlangus;49649.08608109485;438234.3903034988;21
2013-08-14;Merlangius merlangus;55028.22769783749;433396.5201381603;14
2013-08-14;Merlangius merlangus;56949.03688543181;433358.51991192676;11
2013-08-14;Merlangius merlangus;57912.25388370581;430216.0311336646;17
2013-08-15;Merlangius merlangus;51078.74391024698;432291.76539029885;4
2013-08-15;Merlangius merlangus;51837.73215792373;431680.6850496949;9
2013-08-15;Merlangius merlangus;53315.79041366771;435993.93517119804;9
2013-08-15;Merlangius merlangus;54554.57251807164;435909.92126118345;10
2013-08-15;Merlangius merlangus;56244.40304700454;435378.8284198503;7
2013-08-15;Merlangius merlangus;57188.12317010564;430013.1174204432;19
2013-08-15;Merlangius merlangus;61022.13653534453;435266.7554080816;4
2013-08-16;Merlangius merlangus;37313.667227237704;427758.43275482167;14
2013-08-16;Merlangius merlangus;43120.41849837414;425110.27640845603;1
2013-08-16;Merlangius merlangus;46066.199503435375;426716.99461572693;22
2013-08-16;Merlangius merlangus;47834.26011143677;424311.7947006446;1
2013-08-16;Merlangius merlangus;54371.267095869785;430350.46383135853;6
2013-08-16;Merlangius merlangus;55139.03283211599;428935.1428880581;5
2013-08-19;Merlangius merlangus;35225.663469420906;425804.56014009373;17
2013-08-19;Merlangius merlangus;35853.883367717106;424485.20886667835;12
2013-08-19;Merlangius merlangus;36255.315092114004;422376.6627068805;2
2013-08-19;Merlangius merlangus;36978.33198003915;424321.7352248719;9
2013-08-19;Merlangius merlangus;53697.18327273047;430346.2464422465;14
2013-08-20;Merlangius merlangus;16419.882999452675;407722.67145236756;35
2013-08-20;Merlangius merlangus;19246.405170788785;405263.78425822506;28
2013-08-20;Merlangius merlangus;27838.354289091614;402824.91310736;34
2013-08-20;Merlangius merlangus;34268.057854256695;407357.99906572414;12
2013-08-20;Merlangius merlangus;36252.992860350656;408284.64680760156;1
2013-08-20;Merlangius merlangus;36979.169433672636;407218.09044816764;3
2013-08-21;Merlangius merlangus;18134.674959517346;406219.91046190285;8
2013-08-21;Merlangius merlangus;19962.77877618713;402259.35485936236;7
2013-08-21;Merlangius merlangus;21215.6952100654;412022.9628705821;10
2013-08-21;Merlangius merlangus;22737.44221690562;414373.5430867008;4
2013-08-21;Merlangius merlangus;24016.66731682312;415321.7582147428;16
2013-08-21;Merlangius merlangus;26648.21742366685;402769.3523364471;20
2013-08-22;Merlangius merlangus;16876.147536780307;406454.594799447;7
2013-08-22;Merlangius merlangus;26192.396626327813;405818.34773296776;4
2013-08-22;Merlangius merlangus;26454.45756513145;410656.5592050727;3
2013-08-22;Merlangius merlangus;26645.64385647299;409794.66849545634;20
2013-08-22;Merlangius merlangus;27424.09793354619;408309.0700833017;12
2015-10-12;Merlangius merlangus;47001.601991271775;437742.23146453156;21
2015-10-12;Merlangius merlangus;49801.98164972932;436180.12477487477;17
2015-10-12;Merlangius merlangus;54073.44649697105;434070.0413449364;6
2015-10-12;Merlangius merlangus;54258.03900398592;430134.62181692757;4
2015-10-13;Merlangius merlangus;44458.204672977765;430080.8896746255;1
2015-10-13;Merlangius merlangus;45892.196539950615;427341.77315313736;8
2015-10-14;Merlangius merlangus;18089.622096326028;412738.14533720433;25
2015-10-14;Merlangius merlangus;22484.285779125697;411062.2411299998;1
2015-10-14;Merlangius merlangus;24689.01641823846;404418.97567602823;3
2015-10-14;Merlangius merlangus;26416.552376908017;402872.0824641933;31
2015-10-14;Merlangius merlangus;26982.636829937503;420573.3563928477;24
2015-10-14;Merlangius merlangus;33865.26088022749;406156.77867886133;14
2015-10-15;Merlangius merlangus;27510.966518956673;415532.4628201191;4
2015-10-15;Merlangius merlangus;33463.92129332088;426273.21791592316;16
2015-10-15;Merlangius merlangus;34974.915996562355;422156.70228138944;1
2015-10-15;Merlangius merlangus;35493.3932070821;420734.2176228945;2
2015-10-15;Merlangius merlangus;39630.473526942835;433937.03084697697;8
2015-10-15;Merlangius merlangus;42348.614410344526;432298.08760017285;12
2015-10-15;Merlangius merlangus;49012.15697055812;428684.84768323234;11
2015-10-19;Merlangius merlangus;9700.845526513061;402157.0783641529;21
2015-10-19;Merlangius merlangus;38768.87501820734;427465.1602131335;9
2015-10-19;Merlangius merlangus;56317.24383017185;439033.0888763829;12
2015-10-20;Merlangius merlangus;11809.557793083222;398275.4986949081;3
2015-10-20;Merlangius merlangus;14206.065260967851;396278.0376208669;2
2015-10-20;Merlangius merlangus;17744.17489159538;394084.8192626354;15
2016-09-26;Merlangius merlangus;42631.97905440109;432644.5155647669;5
2016-09-26;Merlangius merlangus;46117.156865390396;427634.02404033416;24
2016-09-26;Merlangius merlangus;49228.65711833777;439437.4002686476;2
2016-09-26;Merlangius merlangus;54237.19656767053;434233.66920793423;2
2016-09-27;Merlangius merlangus;10113.42609721978;402423.495268701;19
2016-09-27;Merlangius merlangus;14040.163630500203;396153.5447028676;7
2016-09-27;Merlangius merlangus;18754.002898460836;392054.02703999914;18
2016-09-27;Merlangius merlangus;27703.15575006805;403043.1294583027;2
2016-10-03;Merlangius merlangus;38876.54656123872;427647.4127004526;5
2016-10-03;Merlangius merlangus;55375.42725936022;439515.83581837255;12
2016-10-04;Merlangius merlangus;11608.609030953405;398114.23358703713;24
2016-10-04;Merlangius merlangus;24696.76614363509;406514.5781565605;16
2016-10-04;Merlangius merlangus;29902.510553996573;413450.10017253226;1
2016-10-04;Merlangius merlangus;39975.04371451888;419424.2608708929;14
2016-10-05;Merlangius merlangus;20862.87923445864;409063.8564792486;1
2016-10-05;Merlangius merlangus;26103.015273377823;419482.8383063232;18
2016-10-05;Merlangius merlangus;27402.611536960074;415349.33959861635;3
2016-10-05;Merlangius merlangus;34221.23719552791;427183.1360901876;12
2016-10-05;Merlangius merlangus;35199.3886998231;420481.9048341814;3
2016-10-05;Merlangius merlangus;36618.41633712227;423545.5855811888;2
2016-10-06;Merlangius merlangus;40455.917609045035;434882.9865093046;4
2016-10-06;Merlangius merlangus;44387.69093480376;430008.9943963569;4
2016-10-06;Merlangius merlangus;50229.73841324588;429215.6768675794;2
2016-10-06;Merlangius merlangus;50693.50728596802;437107.39721762354;12
2016-10-06;Merlangius merlangus;53734.14377589889;430367.7560577222;3
2017-10-30;Merlangius merlangus;50066.68409085208;436230.2078274634;8
2017-10-31;Merlangius merlangus;9852.819651204685;401799.84361672564;21
2017-10-31;Merlangius merlangus;12375.475983622047;398240.56390718644;23
2017-10-31;Merlangius merlangus;14791.6131361702;396967.4498652247;23
2017-10-31;Merlangius merlangus;18295.42126638131;392641.84395437327;18
2017-10-31;Merlangius merlangus;24711.25151900496;405735.0944065583;6
2017-10-31;Merlangius merlangus;27734.533654322455;402913.2311812922;18
2017-11-01;Merlangius merlangus;18404.553128680505;413303.9301679024;20
2017-11-01;Merlangius merlangus;21674.239988503658;410081.89290755836;21
2017-11-01;Merlangius merlangus;26981.67271791771;420535.5384931754;15
2017-11-01;Merlangius merlangus;27475.718328269955;415941.8292318174;10
2017-11-01;Merlangius merlangus;30896.522351397056;412164.4794728123;16
2017-11-01;Merlangius merlangus;33781.64883972194;406510.4804853683;8
2017-11-01;Merlangius merlangus;35670.362822505645;420915.871991946;7
2017-11-01;Merlangius merlangus;36161.675307126265;423203.5763128316;19
2017-11-02;Merlangius merlangus;34068.316114061876;427019.8770188816;9
2017-11-02;Merlangius merlangus;38170.016892559506;426922.6103324399;9
2017-11-02;Merlangius merlangus;39538.432900320826;419452.0848700814;3
2017-11-02;Merlangius merlangus;39798.55376454734;434267.04149615107;18
2017-11-02;Merlangius merlangus;42287.301531313045;432114.7222719059;18
2017-11-02;Merlangius merlangus;44075.600947224186;429922.41129652853;8
2017-11-02;Merlangius merlangus;45946.988583716826;427229.2914429987;11
2017-11-06;Merlangius merlangus;49346.063378311446;428695.6021913683;13
2017-11-06;Merlangius merlangus;52714.4247229802;430480.8437525012;1
2017-11-06;Merlangius merlangus;53549.66095388953;433710.0520668239;12
2017-11-06;Merlangius merlangus;55593.34020914085;438955.0694449768;11
2018-10-25;Merlangius merlangus;42156.40343052846;431931.81255655695;12
2018-10-25;Merlangius merlangus;43496.090647020974;429156.238639315;15
2018-10-25;Merlangius merlangus;45695.9116022392;427290.4046601002;18
2018-10-25;Merlangius merlangus;47012.47878527826;437704.15782882407;7
2018-10-25;Merlangius merlangus;50202.34683234125;428993.6757251676;20
2018-10-25;Merlangius merlangus;54351.03153350146;434175.73547546036;15
2018-10-29;Merlangius merlangus;35817.474780041855;422748.7504021112;5
2018-10-29;Merlangius merlangus;37951.48791935459;426927.7077821146;20
2018-10-29;Merlangius merlangus;50430.16499385022;436593.18310594145;15
2018-10-29;Merlangius merlangus;55586.22549787814;438009.2870036983;18
2018-10-30;Merlangius merlangus;24707.158954870203;406032.37465412216;15
2018-10-30;Merlangius merlangus;27652.17264093533;417012.518374523;6
2018-10-30;Merlangius merlangus;27760.646403215374;403041.67901593883;13
2018-10-30;Merlangius merlangus;30310.677629605038;412253.5302952553;13
2018-10-30;Merlangius merlangus;33676.93888099065;406476.2726964043;17
2018-10-31;Merlangius merlangus;6731.255599775759;385583.05635209545;10
2018-10-31;Merlangius merlangus;8949.69043457153;391752.1002575654;8
2018-10-31;Merlangius merlangus;9732.950794807723;402453.3587697444;17
2018-10-31;Merlangius merlangus;12366.475244584697;399150.2217048306;17
2018-10-31;Merlangius merlangus;13844.290002478985;384137.74003549945;11
2018-10-31;Merlangius merlangus;14591.734510527458;396842.77000171604;13
2018-10-31;Merlangius merlangus;18192.81092770584;392700.2706474712;14
2018-11-01;Merlangius merlangus;17883.593282962684;413225.71619967214;10
2018-11-01;Merlangius merlangus;26877.680302069057;420520.38246533065;8
2018-11-01;Merlangius merlangus;33842.15588976396;426709.2533524597;5
2018-11-01;Merlangius merlangus;35237.880782938824;420647.9299838112;4
2018-11-01;Merlangius merlangus;53743.965727185234;430274.0780273139;2
